location,rating,ground_truth,model_prediction,text,final_text
Batam Centre Ferry Terminal,4 bintang,POSITIF,NETRAL,Starbucks paling unik yang pernah saya lihat. Keunikannya terletak pada kenyataan bahwa ini sangat berbeda dari Starbucks pada umumnya.,starbucks unik uni letak nyata beda starbucks umum
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,very friendly staff,error 500 server error 1500 that s error there error please try later that s know
Batam Centre Ferry Terminal,1 bintang,NEGATIF,NETRAL,Ferry delay issues..,error 500 server error 1500 that s error there error please try later that s know
Batam Centre Ferry Terminal,1 bintang,NEGATIF,NETRAL,"Very bad experience at Batam Centre Immigration.

My wife and young daughter were stopped while using the autogate at Batam Centre Ferry Terminal and taken into a private office. Their phones were taken away, leaving them unable to contact me while my friends and I waited outside for almost one hour without knowing what happened.

They were told they could not enter Indonesia but no clear reason was given. My young daughter was crying because she did not understand what she had done wrong. The officers then hinted that the problem could be “solved” and asked for USD 100 per person.

After saying she had no cash, they even suggested transferring money. Eventually they allowed her to contact me to bring cash. My wife and daughter were released only after we paid SGD 200.

This experience strongly suggests corrupt behaviour and abuse of authority. Because of this incident, my friends and I will strongly not recommend our friends and family to visit Batam. Normally, I leave tips when I travel, but this trip I left zero tips because the immigration experience completely spoiled our trip.",error 500 server error 1500 that s error there error please try later that s know
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,🎒 to SG …,error 500 server error 1500 that s error there error please try later that s know
Batam Centre Ferry Terminal,1 bintang,NEGATIF,NETRAL,"Mengalami pengalaman buruk di pelabuhan ini, troli tidak boleh dipakai oleh penumpang, kalau mau pakai troli harus pakai porter, mohon perbaiki pelayanan.",alami alam buruk troli pakai pakai troli pakai porter mohon baik layan
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,"Ferry terminal yg indah
Bagi para pengunjung wisata, jgn lupa kunjungi semua lokasi dekat waterfrontnya.",indah unjung wisata jgn lupa kunjung dekat waterfrontnya
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,"Kalo abis dari harbourfront lalu ke sini, rasanya beda banget",abis harbourfront rasa beda
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,"Pelabuhan Ferry Internasional yang baik di Batam. Dalam perjalanan ke Singapura, kami berangkat dari Pelabuhan ini. Terintegrasi ke Batam Mall & banyak Kedai Makanan & Kopi.",baik jalan berangkat integrasi kedai makan kopi
Batam Centre Ferry Terminal,1 bintang,NEGATIF,NETRAL,"Sangat tidak memuaskan atas semua pelayanan di pelabuhan batam centre, dari petugas majestic sampai ke palayanan imei, buruk sgt miris",muas layan tugas majestic palayanan imei buruk sgt miris
Batam Centre Ferry Terminal,1 bintang,NEGATIF,NETRAL,"pelayanan staff di kaunter imigrasi  batam center kurang  baik, sombong seperti malas untuk bekerja . please improve pada bahagian kaunter",layan kaunter imigrasi kurang baik sombong malas kerja please improve bahagian kaunter
Batam Centre Ferry Terminal,1 bintang,NEGATIF,NETRAL,"Selasa 3, febuari 2026 jam 3 an saya turun dari kapal dan saya ketemu untuk membuat imei saya ketemu dua orang tua yg tidak memiliki sopan tidak jelas tiba tiba menuduh saya menggunakan sabu padahal mata saya merah karena baru bangun dan pergi siap kan diri untuk turun dari kapal",selasa febuari ketemu buat imei ketemu tua milik sopan jelas tiba tiba tuduh guna sabu mata merah baru bangun siap diri
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,"Pelabuhan kapal ferry dari Batam untuk ke pulau2 sekitarnya.
Termasuk ke Singapore.
Ada beberapa pilihan kapal, jam, dan harga untuk ferry ke singapore.
Lokasi tepat di seberang mall Batam center,  ada jembatan penghubung juga yang langsung menuju mall.
Parkiran cukup luas, dan suasana pelabuhan cukup bersih, nyaman dan sudah seperti airport.",sekitar masuk pilih harga tepat seberang jembatan hubung langsung tuju parkir luas suasana bersih nyaman airport
Batam Centre Ferry Terminal,4 bintang,POSITIF,NETRAL,"Bersih, ramai, tp tetap agak sulit mencari parkir",bersih ramai tetap sulit cari parkir
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,"Best port, best people, best view!!!
Thumbs up!!! Friendly for disable people too..and of course best ferry boat!

Cheers with all the best things Indonesia & Singapore

Dini Probojati",error 500 server error 1500 that s error there error please try later that s know
Batam Centre Ferry Terminal,4 bintang,POSITIF,NETRAL,"Overall bersih, parkir mahal. Member perbulan 100rb memberatkan karyawan",overall bersih parkir mahal member bulan rb berat karyawan
Batam Centre Ferry Terminal,1 bintang,NEGATIF,NETRAL,Titip jejak dulu.,titip jejak dulu
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,"Mei 2026

Sejauh ini tidak ada kendala apa pun dalam proses penyebrangan ke Singapura. Dari mulai imigrasi, boarding ke kapal, semuanya lancar dan menyenangkan.",mei jauh kendala proses penyebrangan mulai imigrasi boarding semua lancar senang
Batam Centre Ferry Terminal,1 bintang,NEGATIF,NETRAL,"Sangat tidak rekomended. Pelabuhan internasional tapi ruang tunggunya panas kek neraka. tak ada AC hanya kipas angin.
Lebih bagus lewat sekupang atau harbourbay",rekomended tunggu panas kek neraka tak ac kipas angin bagus lewat harbourbay
Batam Centre Ferry Terminal,1 bintang,NEGATIF,NETRAL,"Gak ada tempat free charging di Lt1 & lt2. Kacau kacau, kalo mau charge kudu numpang sama stand stand yg jualan, kocak!",free charging lt lt kacau kacau charge kudu numpang sama stand stand jual kocak
Batam Centre Ferry Terminal,1 bintang,NEGATIF,NETRAL,Parkiran sangat buruk. Setiap pagi arus keluar macet. Pintu keluar banyak tetapi hanya dibuka 1 gate. Sehingga menimbulkan macet parah. Apakah ini disengaja agar free parking 15 menit terlewati. Kalau betul mengecewakan sekali...,parkir buruk pagi arus macet pintu buka timbul macet parah sengaja free parking lewat betul kecewa
Batam Centre Ferry Terminal,4 bintang,POSITIF,NETRAL,Been here for once time,error 500 server error 1500 that s error there error please try later that s know
Batam Centre Ferry Terminal,1 bintang,NEGATIF,NETRAL,Tidak disediakan troli untuk membawa barang bawaan,sedia troli bawa bawa
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,Salah satu pelabuhan penyeberangan di wilayah batam menuju malaysia dan singapura,wilayah tuju
Batam Centre Ferry Terminal,1 bintang,NEGATIF,NETRAL,"Sempit, Kuno, berantakan, penuh dengan Percaloan, pintu masuk Indonesia yang sangat memalukan, membuat Citra Indonesia semakin buruk di mata Warga Negara Singapura, dan Malaysia",sempit kuno beranta penuh calo pintu malu buat citra makin buruk mata warga negara
Batam Centre Ferry Terminal,4 bintang,POSITIF,NETRAL,Pelabuhan yang rapi dan nyaman.,rapi nyaman
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,"Pagi-Pagi ke sini untuk menyebrang ke spore. Pelabuhan Batam Center merupakan salah satu gerbang utama bagi wisatawan dan pebisnis yang ingin menyeberang ke Singapura dan Malaysia. Sebagai pelabuhan internasional yang sibuk, tempat ini dikenal dengan suasana yang tertib dan kondusif, memberikan kenyamanan bagi para penumpang yang akan berangkat maupun yang baru tiba. Salah satu hal yang paling mencolok di Pelabuhan Batam Center adalah sistem antrian dan pengelolaan penumpangnya yang teratur. Papan petunjuk arah tersedia dengan jelas, sehingga memudahkan pengunjung dalam mencari loket tiket, area imigrasi, dan ruang tunggu. Petugas di pelabuhan juga cukup sigap dalam membantu para penumpang, baik yang baru pertama kali datang maupun yang sudah sering bepergian.

Kebersihan di area pelabuhan juga terjaga dengan baik. Fasilitas umum seperti toilet, ruang tunggu, dan area makan cukup bersih dan nyaman. Selain itu, suasana di dalam pelabuhan cenderung tertib, dengan kontrol keamanan yang ketat tetapi tetap efisien. Proses imigrasi berjalan cukup cepat, terutama jika penumpang sudah menyiapkan dokumen yang dibutuhkan.

Dari segi aksesibilitas, Pelabuhan Batam Center terhubung langsung dengan pusat perbelanjaan, sehingga penumpang yang datang atau menunggu keberangkatan bisa berbelanja atau bersantap dengan nyaman. Tersedia pula berbagai moda transportasi, seperti taksi dan layanan transportasi online, yang memudahkan perjalanan ke berbagai wilayah di Batam. Secara keseluruhan, Pelabuhan Batam Center merupakan pelabuhan yang tertib, kondusif, dan memiliki fasilitas yang cukup baik. Bagi wisatawan maupun pelaku bisnis yang sering bepergian ke Singapura atau Malaysia, pelabuhan ini menjadi pilihan utama karena kepraktisan dan kenyamanan yang ditawarkannya.",pagi pagi menyebrang spore rupa utama wisatawan bisnis seberang sibuk kenal suasana tertib kondusif beri nyaman berangkat maupun baru tiba colok sistem antri kelola tumpang atur papan tunjuk arah sedia jelas mudah unjung cari imigrasi tugas sigap bantu baik baru pertama maupun pergi bersih jaga baik fasilitas umum toilet makan bersih nyaman suasana cenderung tertib kontrol aman ketat tetap efisien proses imigrasi jalan cepat utama siap dokumen butuh segi aksesibilitas hubung langsung pusat belanja tunggu berangkat belanja santap nyaman sedia bagai moda transportasi layan transportasi online mudah jalan bagai wilayah seluruh rupa tertib kondusif milik fasilitas baik wisatawan maupun laku bisnis pergi jadi pilih utama praktis nyaman tawar
Batam Centre Ferry Terminal,2 bintang,NEGATIF,NETRAL,"The places is good, but the taxis driver are bad. impolited and rude.",error 500 server error 1500 that s error there error please try later that s know
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,"Pelabuhan internasional di Pulau Batam, menghubungkan Batam-Singapura, Batam-Malaysia, dan beberapa pulau di lingkup Kepulauan Riau. Fasilitas lengkap:restaurant, Mushola yg besar, toilet disetiap lantai, dan terkoneksi dengan MegaMall..",hubung lingkup pulau riau fasilitas lengkap restaurant mushola besar toilet tiap koneksi megamall
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,Dengan konsep transit oriented development (TOD) pelabuhan ferry ini lebih berdaya guna dan bisa menyamai level pelayanan seperti Singapura. Semoga kedepan pelayanan dan fasilitasnya semakin ditingkatkan,konsep transit oriented development tod daya sama level layan moga depan layan fasilitas makin tingkat
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,"Pelabuhan yang yang tidak terlalu ramai, dan nyambung ke mall",terlalu ramai nyambung
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,Pelabuhan yang selalu ramai di kunjungi sebagai akses penyeberangan dari batam ke Singapura atau Malaysia dan sebaliknya. Fasilitas bagus dan lengkap. Akses mudah dan aman.,ramai kunjung akses balik fasilitas bagus lengkap akses mudah aman
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,👍 best …,error 500 server error 1500 that s error there error please try later that s know
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,Bersih dan rapi… ada free wifi,bersih rapi free wifi
Batam Centre Ferry Terminal,1 bintang,NEGATIF,NETRAL,Lewat pelabuhan harbour bay atau Sekupang saja,lewat
Batam Centre Ferry Terminal,2 bintang,NEGATIF,NETRAL,"Saya dari Malaysia, di sini saya ingin berbagi pendapat saya tentang pelabuhan feri Batam. Jadi beberapa hari yang lalu saya ingin meninggalkan Batam ke Singapura menggunakan feri, ketika saya hendak memasuki bagian pemindaian tiket menuju lobi tunggu, ada seorang petugas imigrasi yang berjaga di bagian pemindaian tiket. Saya merasa kecewa dan tidak puas dengan petugas imigrasi wanita di bagian pemindaian tiket. Karena ketika ada orang kulit putih (Barat), pelayanannya sangat baik. Ketika ada orang Asia Tenggara, seperti orang Malaysia, Singapura, termasuk Indonesia, dll., sikap dan pelayanannya sangat kasar, bukan dari ekspresi wajah atau bahkan dalam ucapan. Pada saat itu, staf merasa bahwa mereka adalah yang terbaik dalam berurusan dengan penduduk setempat. Kita harus melayani semua orang secara setara dan baik, kita juga harus selalu rendah hati meskipun posisi kita tinggi. Saya sangat meminta pihak berwenang untuk melakukan sesuatu yang lebih tegas dalam hal etika bagi staf. Terima kasih. Secara keseluruhan, staf yang berjaga di feri semuanya baik. Terima kasih Batam.",bagi dapat tinggal guna hendak pasuk bagi pindai tuju lobi orang tugas imigrasi jaga bagi pindai rasa kecewa puas tugas imigrasi wanita bagi pindai kulit putih barat layan baik asia tenggara masuk sikap layan kasar ekspresi wajah bahkan ucap staf rasa baik urus duduk tempat layan tara baik rendah hati posisi tinggi minta pihak wenang laku tegas etika staf terima seluruh staf jaga semua baik terima
